id,titulo,marca,categoria,precio_actual,precio_original,descuento_pct,vendidos,stock_disponible,tipo_logistica,envio_gratis,medalla_vendedor,cuotas_sin_interes,cantidad_cuotas,condicion
MLA1844627457,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1260972,1260972,0,1768,26,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1558978853,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1249926,1249926,0,947,37,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1977538737,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,232620,232620,0,295,24,fulfillment,Sí,platinum,No,1,new
MLA1747404782,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1262422,1485202,15,1731,17,cross_docking,Sí,platinum,No,1,new
MLA1488579581,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1178057,1472571,20,1790,12,fulfillment,Sí,gold,No,1,new
MLA1091765842,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2418190,3022737,20,374,20,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1481187043,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1225940,1362155,10,389,21,cross_docking,Sí,gold,No,1,new
MLA1038811518,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,518525,518525,0,342,32,cross_docking,Sí,gold,No,1,new
MLA1415008296,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,896952,896952,0,1047,1,drop_off,Sí,silver,No,1,new
MLA1556813820,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,383206,383206,0,780,38,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1999124700,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,304948,304948,0,942,6,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1484370776,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,366810,366810,0,49,22,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1625750656,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1725953,1725953,0,55,9,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1296318592,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,805017,947078,15,1233,13,drop_off,Sí,gold,No,1,new
MLA1665066470,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2184715,2184715,0,1612,32,fulfillment,Sí,silver,No,1,new
MLA1852180262,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2433498,2433498,0,1672,32,fulfillment,Sí,gold,Sí,6,new
MLA1099310933,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,840524,840524,0,573,6,fulfillment,Sí,platinum,No,1,new
MLA1410562611,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2018325,2018325,0,502,2,cross_docking,Sí,platinum,Sí,6,new
MLA1549462210,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2739342,2739342,0,1602,38,fulfillment,Sí,platinum,Sí,6,new
MLA1546920796,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1510726,1777324,15,739,30,fulfillment,Sí,silver,Sí,6,new
MLA1120755112,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,925017,925017,0,1757,18,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1427665790,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2533375,3166718,20,505,20,fulfillment,Sí,platinum,Sí,6,new
MLA1539897445,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1358097,1358097,0,1616,37,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1684341115,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,351084,351084,0,887,27,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1714184905,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,256801,256801,0,1114,32,fulfillment,Sí,platinum,Sí,6,new
MLA1709946176,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1761039,1761039,0,1645,12,cross_docking,Sí,silver,Sí,6,new
MLA1591893491,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,954038,1060042,10,115,34,cross_docking,Sí,silver,Sí,6,new
MLA1760496964,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1067486,1067486,0,563,15,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1039379018,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2224100,2224100,0,796,38,cross_docking,Sí,silver,Sí,6,new
MLA1205229577,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,681796,681796,0,1165,9,fulfillment,Sí,gold,Sí,6,new
MLA1262446816,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2653785,2653785,0,30,27,fulfillment,Sí,platinum,No,1,new
MLA1762117872,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,345829,345829,0,1283,39,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1056030910,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,210637,210637,0,393,1,fulfillment,Sí,gold,No,1,new
MLA1572247837,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,362741,362741,0,1839,32,drop_off,Sí,platinum,Sí,6,new
MLA1847494336,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,358478,398308,10,156,28,fulfillment,Sí,gold,Sí,6,new
MLA1702883253,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1187507,1187507,0,1656,26,fulfillment,Sí,platinum,Sí,6,new
MLA1568676577,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,742476,742476,0,1038,40,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1854055704,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,516610,516610,0,578,13,fulfillment,Sí,gold,Sí,6,new
MLA1991600417,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,190707,224361,15,227,8,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1252399103,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,923473,923473,0,242,39,fulfillment,Sí,silver,No,1,new
MLA1930296629,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2712985,2712985,0,670,13,drop_off,Sí,gold,Sí,6,new
MLA1777447866,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,287508,287508,0,1691,2,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1950099170,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,291783,291783,0,882,39,fulfillment,Sí,silver,Sí,6,new
MLA1185041217,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,366622,488829,25,1837,5,cross_docking,Sí,gold,No,1,new
MLA1706111205,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1234556,1452418,15,318,36,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1653426772,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,265930,312858,15,1561,28,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1960057802,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1701824,1701824,0,690,14,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1820594879,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,289491,289491,0,1754,18,cross_docking,Sí,platinum,Sí,6,new
MLA1244583445,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1834778,1834778,0,708,30,fulfillment,Sí,silver,No,1,new
MLA1337177267,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,918705,918705,0,962,14,fulfillment,Sí,gold,No,1,new
MLA1169912114,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2779364,2779364,0,1161,25,drop_off,Sí,silver,No,1,new
MLA1286566315,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,376657,376657,0,1576,25,drop_off,Sí,silver,No,1,new
MLA1002535120,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,669511,669511,0,1024,33,cross_docking,Sí,platinum,No,1,new
MLA1128520203,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,476971,596213,20,1433,2,fulfillment,Sí,platinum,Sí,6,new
MLA1342730707,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,470436,470436,0,578,1,fulfillment,Sí,platinum,No,1,new
MLA1742591318,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,303936,303936,0,1800,34,fulfillment,Sí,silver,Sí,6,new
MLA1104779569,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1735620,1735620,0,1130,16,drop_off,Sí,platinum,Sí,6,new
MLA1715730383,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,495976,495976,0,662,33,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1446690975,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,690224,766915,10,1401,38,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1542333704,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,321857,321857,0,52,40,drop_off,Sí,platinum,Sí,6,new
MLA1020138968,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,274079,342598,20,1413,31,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1928754298,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1190626,1488282,20,1678,22,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1745721117,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,696365,696365,0,692,22,fulfillment,Sí,silver,No,1,new
MLA1895557505,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,184083,216568,15,162,12,drop_off,Sí,platinum,No,1,new
MLA1622262999,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,350203,350203,0,566,33,fulfillment,Sí,platinum,Sí,6,new
MLA1590095057,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,422818,528522,20,1061,16,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1048198034,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,231257,231257,0,1792,13,cross_docking,Sí,silver,No,1,new
MLA1080244939,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1490391,1490391,0,1827,8,drop_off,Sí,silver,No,1,new
MLA1151772042,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1246629,1246629,0,295,11,drop_off,Sí,platinum,No,1,new
MLA1816002738,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1269386,1692514,25,1099,25,drop_off,Sí,gold,No,1,new
MLA1193424560,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,471538,554750,15,596,9,drop_off,Sí,platinum,Sí,6,new
MLA1966945502,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,452765,565956,20,253,6,cross_docking,Sí,gold,Sí,6,new
MLA1958799541,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,186830,186830,0,747,15,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1054025336,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,262303,262303,0,365,14,drop_off,Sí,silver,Sí,6,new
MLA1037742667,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1129955,1129955,0,1484,24,cross_docking,Sí,platinum,No,1,new
MLA1615277359,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,469575,552441,15,1251,40,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1913038017,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,204046,240054,15,456,13,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1882754717,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,315803,371532,15,182,4,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1740783990,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2777654,2777654,0,1366,23,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1299636657,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1127732,1127732,0,1371,13,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1837766427,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,276170,306855,10,1592,13,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1221370529,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,253412,253412,0,174,36,fulfillment,Sí,platinum,Sí,6,new
MLA1357001273,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1414186,1414186,0,758,5,fulfillment,Sí,platinum,Sí,6,new
MLA1012635433,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,330295,330295,0,1143,27,cross_docking,Sí,silver,Sí,6,new
MLA1190350234,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1437760,1437760,0,1755,40,cross_docking,Sí,gold,Sí,6,new
MLA1311652468,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1063685,1063685,0,781,7,drop_off,Sí,gold,No,1,new
MLA1848423300,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2618072,2618072,0,881,10,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1263835113,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,270347,318055,15,427,23,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1256832870,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1041182,1224920,15,1708,16,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1681872234,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2430739,2430739,0,1472,34,drop_off,Sí,platinum,Sí,6,new
MLA1557933301,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,401610,502012,20,369,5,cross_docking,Sí,gold,No,1,new
MLA1365248899,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,341555,379505,10,1554,15,fulfillment,Sí,platinum,Sí,6,new
MLA1880231307,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,493809,493809,0,275,27,fulfillment,Sí,gold,No,1,new
MLA1733184233,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,214226,214226,0,587,18,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1143409121,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2476933,2476933,0,302,25,fulfillment,Sí,gold,Sí,6,new
MLA1885949766,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,253650,253650,0,1000,1,drop_off,Sí,silver,Sí,6,new
MLA1008050113,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,260225,289138,10,1341,1,drop_off,Sí,platinum,Sí,6,new
MLA1532605377,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,426883,426883,0,215,4,fulfillment,Sí,platinum,Sí,6,new
MLA1079970916,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,436610,582146,25,1137,19,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1952506209,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,244964,244964,0,1468,13,fulfillment,Sí,platinum,No,1,new
MLA1783727038,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2744859,2744859,0,504,2,cross_docking,Sí,platinum,Sí,6,new
MLA1888885275,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1209383,1209383,0,739,5,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1328973696,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,339893,453190,25,1511,6,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1522970280,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,414820,414820,0,773,1,fulfillment,Sí,gold,Sí,6,new
MLA1455495725,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1381385,1381385,0,1337,32,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1933417248,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,241508,241508,0,1198,8,fulfillment,Sí,silver,No,1,new
MLA1415923328,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1570402,1847531,15,664,3,fulfillment,Sí,silver,Sí,6,new
MLA1259171649,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,225296,225296,0,1569,20,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1577276440,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,448002,497780,10,1767,8,fulfillment,Sí,platinum,Sí,6,new
MLA1211872460,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,195547,195547,0,1667,21,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1852544231,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2689547,2689547,0,1166,22,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1287393742,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,370514,411682,10,1795,21,fulfillment,Sí,platinum,Sí,6,new
MLA1902578620,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,428214,570952,25,426,37,cross_docking,Sí,gold,Sí,6,new
MLA1854604586,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,190315,190315,0,470,34,fulfillment,Sí,silver,No,1,new
MLA1402851481,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1397268,1397268,0,1534,9,fulfillment,Sí,platinum,Sí,6,new
MLA1018676190,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,235583,294478,20,1721,7,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1231510226,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,497139,497139,0,614,6,cross_docking,Sí,gold,Sí,6,new
MLA1609418936,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1391580,1637152,15,1432,24,cross_docking,Sí,platinum,Sí,6,new
MLA1673461339,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,296793,349168,15,1637,20,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1814760759,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1255751,1674334,25,1445,8,fulfillment,Sí,silver,Sí,6,new
MLA1952591819,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1100994,1100994,0,168,7,cross_docking,Sí,silver,Sí,6,new
MLA1477221462,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,382777,510369,25,452,13,drop_off,Sí,platinum,No,1,new
MLA1230610672,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,386344,386344,0,1041,36,cross_docking,Sí,platinum,Sí,6,new
MLA1749212104,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,194222,194222,0,1319,9,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1377563691,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,278389,327516,15,783,3,fulfillment,Sí,platinum,Sí,6,new
MLA1073772056,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1804214,2255267,20,1156,1,cross_docking,Sí,platinum,Sí,6,new
MLA1959871111,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,410915,410915,0,1669,35,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1479319298,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,336353,373725,10,915,25,drop_off,Sí,platinum,Sí,6,new
MLA1101359704,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,421577,421577,0,1035,8,cross_docking,Sí,gold,Sí,6,new
MLA1667650754,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1359576,1599501,15,1695,40,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1044390834,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2099631,2332923,10,921,13,fulfillment,Sí,platinum,Sí,6,new
MLA1752832083,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,276511,325307,15,1235,28,fulfillment,Sí,platinum,Sí,6,new
MLA1589867291,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,939571,939571,0,981,2,fulfillment,Sí,platinum,No,1,new
MLA1007767366,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2676824,2676824,0,415,22,fulfillment,Sí,platinum,Sí,6,new
MLA1924278299,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,482595,482595,0,1671,2,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1732012005,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,206197,206197,0,518,6,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1552916261,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1718968,2148710,20,1242,27,fulfillment,Sí,platinum,Sí,6,new
MLA1496682261,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1412856,1412856,0,1642,12,cross_docking,Sí,gold,Sí,6,new
MLA1677651387,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,314840,349822,10,1363,33,drop_off,Sí,silver,No,1,new
MLA1414989755,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1379729,1839638,25,39,21,fulfillment,Sí,gold,No,1,new
MLA1185833432,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,391861,391861,0,1098,40,cross_docking,Sí,silver,No,1,new
MLA1909655902,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1990013,1990013,0,1244,27,fulfillment,Sí,silver,No,1,new
MLA1027425830,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,216265,216265,0,16,8,fulfillment,Sí,platinum,No,1,new
MLA1601567975,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1319320,1319320,0,467,21,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1695590458,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2516030,3145037,20,242,24,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1941036631,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,200166,200166,0,603,31,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1568194601,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,337868,337868,0,1519,5,fulfillment,Sí,gold,No,1,new
MLA1520637911,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1918223,1918223,0,321,11,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1528234800,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1148199,1530932,25,676,27,fulfillment,Sí,silver,Sí,6,new
MLA1360756141,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,351799,351799,0,1155,13,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1602318275,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2270926,2270926,0,202,4,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1359966864,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2020199,2020199,0,573,23,fulfillment,Sí,platinum,Sí,6,new
MLA1127046321,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,400225,400225,0,1655,27,drop_off,Sí,gold,Sí,6,new
MLA1184988226,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1297238,1297238,0,212,18,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1298293113,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,382441,382441,0,1690,28,cross_docking,Sí,silver,Sí,6,new
MLA1677789897,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,488585,488585,0,1597,38,fulfillment,Sí,platinum,Sí,6,new
MLA1650835116,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,358482,358482,0,1038,8,drop_off,Sí,platinum,Sí,6,new
MLA1768993978,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,301290,401720,25,757,32,fulfillment,Sí,platinum,No,1,new
MLA1082501854,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1228676,1445501,15,1352,9,cross_docking,Sí,platinum,No,1,new
MLA1170105552,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2281827,2281827,0,1227,29,fulfillment,Sí,gold,Sí,6,new
MLA1490024108,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2789380,3486725,20,1257,21,drop_off,Sí,Vendedor Estándar,No,1,new
