id,titulo,marca,categoria,precio_actual,precio_original,descuento_pct,vendidos,stock_disponible,tipo_logistica,envio_gratis,medalla_vendedor,cuotas_sin_interes,cantidad_cuotas,condicion,gama_precio,facturacion_estimada_ars,es_envio_full,es_mercadolider
MLA1646835079,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,196548,196548,0,1166,32,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),229174968,0,1
MLA1597509951,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,410282,455868,10,1203,11,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),493569246,1,1
MLA1320419630,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2661475,2957194,10,645,8,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),1716651375,0,0
MLA1383615421,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,275690,306322,10,1500,39,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),413535000,0,1
MLA1591297517,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,293232,293232,0,1108,34,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Entrada (< $300k),324901056,1,1
MLA1644187942,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,792801,1057068,25,902,40,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),715106502,0,0
MLA1765107751,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,472799,472799,0,1160,38,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),548446840,1,1
MLA1518213797,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1686093,1686093,0,1267,28,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),2136279831,1,0
MLA1127047302,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,277623,326615,15,1304,11,Despacho en Correo,Sí,MercadoLíder Gold,No,1,new,Gama Entrada (< $300k),362020392,0,1
MLA1260560047,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,190218,223785,15,374,28,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),71141532,1,1
MLA1739252744,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,950080,950080,0,261,4,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),247970880,1,1
MLA1342426547,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,370307,370307,0,538,37,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),199225166,1,0
MLA1739907494,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,295139,295139,0,241,5,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),71128499,0,1
MLA1963897403,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2191986,2191986,0,147,22,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),322221942,1,1
MLA1348846908,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,935477,935477,0,867,23,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),811058559,1,0
MLA1592786009,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1311717,1748956,25,60,10,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),78703020,1,1
MLA1205821828,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,386686,386686,0,1049,15,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),405633614,0,1
MLA1198251696,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1887814,1887814,0,1393,4,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),2629724902,0,0
MLA1893579315,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1027799,1027799,0,152,32,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),156225448,1,1
MLA1080701704,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,422576,422576,0,394,15,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),166494944,1,0
MLA1941892653,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1398111,1747638,20,1412,6,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1974132732,1,0
MLA1437784592,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,491247,491247,0,725,2,Colecta / Depósito,Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),356154075,0,1
MLA1886595248,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,885399,1180532,25,306,13,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),270932094,1,0
MLA1052549032,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,224722,224722,0,739,9,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),166069558,0,1
MLA1262738953,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1747820,1747820,0,1058,33,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1849193560,0,1
MLA1754566271,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,475248,475248,0,38,39,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),18059424,0,1
MLA1354340882,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,416750,490294,15,740,6,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),308395000,0,0
MLA1472989247,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,212941,236601,10,1603,30,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),341344423,0,0
MLA1449350226,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1419526,1419526,0,1617,15,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),2295373542,1,1
MLA1080340779,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,770149,770149,0,1056,3,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),813277344,1,1
MLA1399087428,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2266252,2266252,0,836,20,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1894586672,1,1
MLA1849915434,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,748538,748538,0,1030,35,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),770994140,1,1
MLA1888311119,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,266713,266713,0,546,27,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),145625298,1,1
MLA1428212296,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,328779,386798,15,1732,4,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),569445228,0,1
MLA1505193799,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,237690,237690,0,471,20,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Entrada (< $300k),111951990,1,1
MLA1391894386,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,672487,672487,0,773,26,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),519832451,0,1
MLA1777161471,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2232053,2790066,20,464,35,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1035672592,1,0
MLA1858441574,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,284324,284324,0,440,23,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),125102560,1,1
MLA1239343528,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,313919,313919,0,1315,32,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),412803485,0,1
MLA1567899157,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2349673,2349673,0,1377,27,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),3235499721,1,1
MLA1735996599,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,294056,392074,25,509,37,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Entrada (< $300k),149674504,1,1
MLA1258573823,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,313406,417874,25,731,36,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),229099786,0,1
MLA1640249627,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,381081,448330,15,911,12,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),347164791,0,1
MLA1092762749,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,252425,296970,15,1138,13,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),287259650,1,0
MLA1744660587,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1687349,2109186,20,1406,40,Colecta / Depósito,Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),2372412694,0,1
MLA1148713200,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,315136,315136,0,1792,10,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),564723712,1,1
MLA1966336593,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,384412,480515,20,1463,23,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),562394756,0,0
MLA1273705949,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,406245,406245,0,1816,11,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),737740920,0,1
MLA1583861458,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,341112,341112,0,379,4,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),129281448,0,1
MLA1611920428,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2566520,2566520,0,208,7,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),533836160,1,1
MLA1201165814,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1904962,2116624,10,842,6,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1603978004,1,1
MLA1496059616,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2761193,2761193,0,360,18,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),994029480,0,0
MLA1467416399,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,242940,242940,0,602,10,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),146249880,0,1
MLA1123089965,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,323460,323460,0,1787,31,Colecta / Depósito,Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),578023020,0,1
MLA1910878210,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,461931,461931,0,424,9,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),195858744,0,1
MLA1957167417,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2792822,2792822,0,1234,12,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),3446342348,0,1
MLA1138799891,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,372369,372369,0,880,15,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),327684720,1,1
MLA1204853962,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,369099,369099,0,1044,25,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),385339356,0,0
MLA1621213930,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,275119,323669,15,387,9,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),106471053,0,1
MLA1524906256,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1445120,1605688,10,264,31,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),381511680,1,0
MLA1154681290,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1031943,1031943,0,1845,33,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1903934835,1,0
MLA1381008197,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,365165,365165,0,1434,18,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),523646610,1,1
MLA1064366360,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,709027,709027,0,1240,9,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),879193480,1,1
MLA1955223179,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,441911,589214,25,373,8,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),164832803,1,1
MLA1760123823,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1383108,1383108,0,1571,28,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),2172862668,1,0
MLA1495650281,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,225934,225934,0,1000,24,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),225934000,0,0
MLA1887530119,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1372516,1372516,0,1710,36,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),2347002360,1,1
MLA1491371120,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,237482,237482,0,60,7,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),14248920,0,1
MLA1355519803,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1209475,1209475,0,130,36,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),157231750,1,1
MLA1995086524,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,230869,256521,10,1061,20,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),244952009,0,1
MLA1484884897,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1153194,1356698,15,611,38,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),704601534,0,1
MLA1914857361,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,702613,936817,25,749,24,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),526257137,0,0
MLA1294864281,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,357167,357167,0,547,25,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),195370349,0,1
MLA1503154056,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,518002,518002,0,1504,21,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),779075008,1,1
MLA1737343204,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,507441,507441,0,702,17,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),356223582,0,0
MLA1487631539,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,866384,866384,0,315,11,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),272910960,0,1
MLA1626131121,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,730427,973902,25,199,21,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),145354973,1,1
MLA1475884626,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,353493,353493,0,1795,18,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),634519935,0,0
MLA1247918999,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,318727,318727,0,1227,11,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),391078029,0,0
MLA1095125333,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,490699,490699,0,416,18,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),204130784,1,1
MLA1947497863,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,413220,550960,25,1100,28,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),454542000,0,1
MLA1070532556,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1007248,1184997,15,1131,17,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),1139197488,0,1
MLA1845525939,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2523337,2523337,0,620,12,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1564468940,0,1
MLA1161798151,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,341888,341888,0,675,21,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),230774400,1,1
MLA1611718365,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,340920,340920,0,122,23,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),41592240,1,1
MLA1421633740,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,411111,483660,15,1536,16,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),631466496,1,0
MLA1920280774,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,502280,627850,20,1421,19,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),713739880,1,1
MLA1460463328,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2502169,2502169,0,1263,31,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),3160239447,1,1
MLA1310238091,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1345628,1794170,25,160,21,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),215300480,1,1
MLA1789862401,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,492472,492472,0,739,14,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),363936808,1,0
MLA1830219918,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,354456,354456,0,1043,30,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),369697608,1,0
MLA1779313881,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,422693,422693,0,1389,6,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),587120577,0,1
MLA1948533339,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,350824,350824,0,1357,10,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),476068168,1,1
MLA1921044331,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1032568,1032568,0,1143,10,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),1180225224,1,1
MLA1417830958,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2663176,2663176,0,188,33,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),500677088,1,1
MLA1663771393,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,251873,251873,0,52,29,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),13097396,1,1
MLA1844627457,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1260972,1260972,0,1768,26,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),2229398496,0,0
MLA1558978853,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1249926,1249926,0,947,37,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1183679922,0,0
MLA1977538737,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,232620,232620,0,295,24,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),68622900,1,1
MLA1747404782,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1262422,1485202,15,1731,17,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),2185252482,0,1
MLA1488579581,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1178057,1472571,20,1790,12,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),2108722030,1,1
MLA1091765842,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2418190,3022737,20,374,20,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),904403060,1,0
MLA1481187043,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1225940,1362155,10,389,21,Colecta / Depósito,Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),476890660,0,1
MLA1038811518,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,518525,518525,0,342,32,Colecta / Depósito,Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),177335550,0,1
MLA1415008296,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,896952,896952,0,1047,1,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),939108744,0,1
MLA1556813820,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,383206,383206,0,780,38,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),298900680,1,0
MLA1999124700,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,304948,304948,0,942,6,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),287261016,1,0
MLA1484370776,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,366810,366810,0,49,22,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),17973690,0,0
MLA1625750656,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1725953,1725953,0,55,9,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),94927415,0,0
MLA1296318592,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,805017,947078,15,1233,13,Despacho en Correo,Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),992585961,0,1
MLA1665066470,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2184715,2184715,0,1612,32,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),3521760580,1,1
MLA1852180262,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2433498,2433498,0,1672,32,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),4068808656,1,1
MLA1099310933,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,840524,840524,0,573,6,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),481620252,1,1
MLA1410562611,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2018325,2018325,0,502,2,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1013199150,0,1
MLA1549462210,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2739342,2739342,0,1602,38,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),4388425884,1,1
MLA1546920796,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1510726,1777324,15,739,30,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),1116426514,1,1
MLA1120755112,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,925017,925017,0,1757,18,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1625254869,1,0
MLA1427665790,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2533375,3166718,20,505,20,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1279354375,1,1
MLA1539897445,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1358097,1358097,0,1616,37,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),2194684752,0,0
MLA1684341115,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,351084,351084,0,887,27,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),311411508,1,0
MLA1714184905,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,256801,256801,0,1114,32,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),286076314,1,1
